placename,species,radtime
Camera 22,Wild Pig,4.232423436
Camera 22,Wild Pig,0.13962634
Camera 22,Wild Pig,1.247910415
Camera 22,Wild Pig,2.28638132
Camera 22,Wild Pig,5.624323515
Camera 22,Wild Pig,6.270095338
Camera 22,Wild Pig,0.244346095
Camera 22,Wild Pig,6.07810912
Camera 23,Wild Pig,5.249077725
Camera 23,Wild Pig,4.804018766
Camera 23,Wild Pig,3.207042501
Camera 23,Wild Pig,4.472406208
Camera 23,Wild Pig,3.076142807
Camera 23,Wild Pig,4.092797096
Camera 23,Wild Pig,5.257804372
Camera 23,Wild Pig,4.424409654
Camera 23,Wild Pig,3.163409269
Camera 23,Wild Pig,4.891285229
Camera 23,Wild Pig,4.904375198
Camera 23,Wild Pig,4.882558582
Camera 24,Wild Pig,5.08763477
Camera 24,Wild Pig,4.825835382
Camera 24,Wild Pig,5.554510344
Camera 24,Wild Pig,2.203478181
Camera 24,Wild Pig,4.703662334
Camera 24,Wild Pig,3.761184538
Camera 24,Wild Pig,5.619960191
Camera 24,Wild Pig,0.340339204
Camera 24,Wild Pig,0.610865238
Camera 24,Wild Pig,5.838126348
Camera 25,Wild Pig,0.013089969
Camera 25,Wild Pig,0.122173048
Camera 25,Wild Pig,4.625122518
Camera 25,Wild Pig,5.105088062
Camera 25,Wild Pig,2.046398548
Camera 25,Wild Pig,2.203478181
Camera 25,Wild Pig,1.627519527
Camera 25,Wild Pig,4.786565474
Camera 25,Wild Pig,5.017821599
Camera 25,Wild Pig,5.305800926
Camera 25,Wild Pig,4.454952916
Camera 25,Wild Pig,4.760385535
Camera 25,Wild Pig,5.044001538
Camera 25,Wild Pig,2.644173817
Camera 25,Wild Pig,1.8675023
Camera 25,Wild Pig,5.292710957
Camera 25,Wild Pig,5.541420375
Camera 25,Wild Pig,5.519603759
Camera 25,Wild Pig,0.881391272
Camera 25,Wild Pig,3.804817769
Camera 25,Wild Pig,4.550946025
Camera 25,Wild Pig,2.430370983
Camera 25,Wild Pig,3.643374814
Camera 25,Wild Pig,4.860741967
Camera 25,Wild Pig,1.915498854
Camera 25,Wild Pig,0.925024504
Camera 25,Wild Pig,5.253441049
Camera 25,Wild Pig,1.592612942
Camera 25,Wild Pig,5.912302841
Camera 26,Wild Pig,0.287979327
Camera 27,Wild Pig,0.052359878
Camera 27,Wild Pig,0.357792497
Camera 27,Wild Pig,5.393067389
Camera 27,Wild Pig,0.558505361
Camera 27,Wild Pig,3.028146252
Camera 27,Wild Pig,2.251474735
Camera 27,Wild Pig,2.260201381
Camera 27,Wild Pig,2.639810494
Camera 27,Wild Pig,2.124938364
Camera 27,Wild Pig,1.1475539830000001
Camera 27,Wild Pig,5.467243882
Camera 28,Wild Pig,0.785398163
Camera 28,Wild Pig,0.72431164
Camera 28,Wild Pig,5.838126348
Camera 28,Wild Pig,5.772676501
Camera 28,Wild Pig,5.921029487
Camera 28,Wild Pig,5.379977419
Camera 28,Wild Pig,5.615596868
Camera 28,Wild Pig,5.462880559
Camera 28,Wild Pig,6.239552076
Camera 29,Wild Pig,1.234820446
Camera 29,Wild Pig,2.164208272
Camera 29,Wild Pig,0.087266463
Camera 29,Wild Pig,1.099557429
Camera 29,Wild Pig,1.793325806
Camera 29,Wild Pig,2.238384766
Camera 29,Wild Pig,0.065449847
Camera 29,Wild Pig,6.274458661
Camera 29,Wild Pig,5.689773362
Camera 3,Wild Pig,0.842121364
Camera 3,Wild Pig,2.569997324
Camera 3,Wild Pig,2.761983541
Camera 3,Wild Pig,2.914699851
Camera 3,Wild Pig,3.621558198
Camera 3,Wild Pig,4.284783314
Camera 3,Wild Pig,0.327249235
Camera 3,Wild Pig,3.621558198
Camera 3,Wild Pig,2.94087979
Camera 3,Wild Pig,3.564834997
Camera 3,Wild Pig,3.765547861
Camera 3,Wild Pig,4.289146637
Camera 3,Wild Pig,3.412118688
Camera 3,Wild Pig,4.062253834
Camera 3,Wild Pig,4.21060682
Camera 3,Wild Pig,3.372848779
Camera 3,Wild Pig,5.558873668
Camera 3,Wild Pig,4.262966698
Camera 3,Wild Pig,4.258603375
Camera 3,Wild Pig,1.614429558
Camera 3,Wild Pig,1.828232391
Camera 3,Wild Pig,6.126105675
Camera 30,Wild Pig,0.174532925
Camera 30,Wild Pig,0.235619449
Camera 31,Wild Pig,0.017453293
Camera 31,Wild Pig,1.540253065
Camera 31,Wild Pig,5.637413484
Camera 31,Wild Pig,0.143989663
Camera 31,Wild Pig,1.745329252
Camera 31,Wild Pig,0.93375115
Camera 31,Wild Pig,1.374446786
Camera 31,Wild Pig,0.802851456
Camera 31,Wild Pig,5.35379748
Camera 31,Wild Pig,5.969026042
Camera 31,Wild Pig,5.362524127
Camera 31,Wild Pig,6.182828875
Camera 32,Wild Pig,4.555309348
Camera 32,Wild Pig,2.709623664
Camera 32,Wild Pig,3.28994564
Camera 32,Wild Pig,3.617194875
Camera 32,Wild Pig,3.259402378
Camera 32,Wild Pig,2.953969759
Camera 32,Wild Pig,0.266162711
Camera 32,Wild Pig,4.769112181
Camera 32,Wild Pig,4.214970144
Camera 32,Wild Pig,4.389503069
Camera 32,Wild Pig,4.900011875
Camera 32,Wild Pig,2.020218609
Camera 32,Wild Pig,2.177298242
Camera 32,Wild Pig,3.451388596
Camera 32,Wild Pig,4.428772977
Camera 34,Wild Pig,2.07694181
Camera 34,Wild Pig,6.23082543
Camera 34,Wild Pig,4.315326576
Camera 34,Wild Pig,5.480333851
Camera 34,Wild Pig,0.859574657
Camera 34,Wild Pig,1.675516082
Camera 34,Wild Pig,1.117010721
Camera 34,Wild Pig,2.229658119
Camera 34,Wild Pig,2.5089108
Camera 34,Wild Pig,5.345070834
Camera 34,Wild Pig,5.859942964
Camera 34,Wild Pig,5.794493117
Camera 35,Wild Pig,0.911934534
Camera 35,Wild Pig,0.663225116
Camera 35,Wild Pig,0.584685299
Camera 35,Wild Pig,5.052728185
Camera 35,Wild Pig,0.22252948
Camera 35,Wild Pig,0.008726646
Camera 35,Wild Pig,3.202679177
Camera 35,Wild Pig,3.438298626
Camera 35,Wild Pig,3.726277953
Camera 35,Wild Pig,2.652900463
Camera 35,Wild Pig,1.291543646
Camera 35,Wild Pig,1.444259956
Camera 35,Wild Pig,5.240351079
Camera 36,Wild Pig,4.830198705
Camera 37,Wild Pig,1.49225651
Camera 37,Wild Pig,1.911135531
Camera 37,Wild Pig,1.880592269
Camera 37,Wild Pig,0.632681854
Camera 38,Wild Pig,1.771509191
Camera 38,Wild Pig,1.697332698
Camera 38,Wild Pig,6.043202535
Camera 38,Wild Pig,0.026179939
Camera 38,Wild Pig,5.663593423
Camera 38,Wild Pig,5.484697174
Camera 38,Wild Pig,5.231624433
Camera 39,Wild Pig,0.436332313
Camera 39,Wild Pig,5.052728185
Camera 39,Wild Pig,5.21417114
Camera 39,Wild Pig,0.27925268
Camera 39,Wild Pig,0.344702527
Camera 39,Wild Pig,0.523598776
Camera 4,Wild Pig,2.447824276
Camera 4,Wild Pig,4.891285229
Camera 4,Wild Pig,3.259402378
Camera 4,Wild Pig,3.996803987
Camera 4,Wild Pig,6.091199089
Camera 4,Wild Pig,5.166174586
Camera 4,Wild Pig,4.756022212
Camera 4,Wild Pig,0.205076187
Camera 4,Wild Pig,0.388335759
Camera 4,Wild Pig,0.567232007
Camera 4,Wild Pig,3.604104905
Camera 4,Wild Pig,1.14319066
Camera 4,Wild Pig,2.631083847
Camera 4,Wild Pig,0.859574657
Camera 4,Wild Pig,1.963495408
Camera 40,Wild Pig,2.172934919
Camera 40,Wild Pig,4.537856055
Camera 40,Wild Pig,0.392699082
Camera 40,Wild Pig,4.302236606
Camera 40,Wild Pig,4.895648552
Camera 40,Wild Pig,1.671152759
Camera 40,Wild Pig,2.447824276
Camera 40,Wild Pig,2.735803603
Camera 40,Wild Pig,0.772308194
Camera 40,Wild Pig,2.526364092
Camera 40,Wild Pig,1.954768762
Camera 40,Wild Pig,5.052728185
Camera 40,Wild Pig,1.93731547
Camera 40,Wild Pig,2.347467844
Camera 40,Wild Pig,5.035274892
Camera 5,Wild Pig,0.916297857
Camera 5,Wild Pig,4.472406208
Camera 5,Wild Pig,2.57872397
Camera 5,Wild Pig,5.724679947
Camera 5,Wild Pig,1.016654289
Camera 5,Wild Pig,0.610865238
Camera 5,Wild Pig,5.519603759
Camera 5,Wild Pig,2.242748089
Camera 5,Wild Pig,6.270095338
Camera 5,Wild Pig,1.457349925
Camera 5,Wild Pig,6.073745797
Camera 6,Wild Pig,1.697332698
Camera 6,Wild Pig,1.2260938
Camera 6,Wild Pig,5.013458276
Camera 6,Wild Pig,4.284783314
Camera 6,Wild Pig,5.384340742
Camera 6,Wild Pig,5.445427266
Camera 7,Wild Pig,5.161811263
Camera 7,Wild Pig,4.376413099
Camera 7,Wild Pig,1.675516082
Camera 7,Wild Pig,2.513274123
Camera 7,Wild Pig,5.427973974
Camera 7,Wild Pig,2.129301687
Camera 7,Wild Pig,5.096361416
Camera 7,Wild Pig,1.740965929
Camera 7,Wild Pig,5.990842657
Camera 7,Wild Pig,0.898844565
Camera 7,Wild Pig,1.199913861
Camera 7,Wild Pig,5.379977419
Camera 7,Wild Pig,5.554510344
Camera 7,Wild Pig,6.187192198
Camera 7,Wild Pig,0.327249235
Camera 7,Wild Pig,0.523598776
Camera 7,Wild Pig,0.833394718
Camera 7,Wild Pig,1.195550538
Camera 7,Wild Pig,5.903576195
Camera 7,Wild Pig,5.427973974
Camera 7,Wild Pig,5.231624433
Camera 7,Wild Pig,1.566433004
Camera 7,Wild Pig,4.332779868
Camera 7,Wild Pig,4.616395872
Camera 7,Wild Pig,6.191555521
Camera 7,Wild Pig,0.916297857
Camera 7,Wild Pig,5.689773362
Camera 8,Wild Pig,2.081305133
Camera 8,Wild Pig,3.006329637
Camera 8,Wild Pig,3.399028718
Camera 8,Wild Pig,4.066617157
Camera 8,Wild Pig,4.78220215
Camera 8,Wild Pig,5.135631324
Camera 8,Wild Pig,2.875429943
Camera 8,Wild Pig,3.687008045
Camera 8,Wild Pig,3.957534079
Camera 8,Wild Pig,1.762782545
Camera 8,Wild Pig,6.047565858
Camera 8,Wild Pig,5.598143576
Camera 8,Wild Pig,1.343903524
Camera 8,Wild Pig,2.068215164
Camera 8,Wild Pig,5.510877113
Camera 8,Wild Pig,0.170169602
Camera 8,Wild Pig,1.583886296
Camera 8,Wild Pig,4.969825045
Camera 8,Wild Pig,5.737769916
Camera 8,Wild Pig,5.153084617
Camera 8,Wild Pig,2.875429943
Camera 8,Wild Pig,1.614429558
Camera 8,Wild Pig,4.847651997
Camera 8,Wild Pig,1.876228946
Camera 8,Wild Pig,2.617993878
Camera 8,Wild Pig,2.993239667
Camera 8,Wild Pig,5.310164249
Camera 8,Wild Pig,6.065019151
Camera 8,Wild Pig,1.557706357
Camera 8,Wild Pig,5.458517236
Camera 8,Wild Pig,0.148352986
Camera 8,Wild Pig,0.392699082
Camera 8,Wild Pig,0.733038286
Camera 8,Wild Pig,5.384340742
Camera 8,Wild Pig,5.742133239
Camera 8,Wild Pig,1.662426113
Camera 8,Wild Pig,3.263765701
Camera 8,Wild Pig,4.58585261
Camera 8,Wild Pig,5.091998093
Camera 8,Wild Pig,5.598143576
Camera 8,Wild Pig,1.566433004
Camera 8,Wild Pig,5.026548246
Camera 8,Wild Pig,5.262167695
Camera 8,Wild Pig,0.414515697
Camera 8,Wild Pig,5.877396256
Camera 8,Wild Pig,1.479166541
Camera 8,Wild Pig,5.454153912
Camera 8,Wild Pig,1.439896633
Camera 8,Wild Pig,1.138827337
Camera 8,Wild Pig,5.318890895
Camera 8,Wild Pig,5.934119457
Camera 9,Wild Pig,5.205444494
Camera 9,Wild Pig,5.881759579
Camera 9,Wild Pig,0.026179939
Camera 9,Wild Pig,4.926191814
Camera 9,Wild Pig,5.973389365
Camera 9,Wild Pig,1.169370599
Camera 9,Wild Pig,5.070181477
Camera 9,Wild Pig,6.274458661
Camera 9,Wild Pig,0.061086524
Camera 9,Wild Pig,5.21417114
Camera 9,Wild Pig,6.278821984
Camera 9,Wild Pig,0.719948316
Camera 9,Wild Pig,1.898045562
Camera 9,Wild Pig,1.841322361
Camera 9,Wild Pig,4.769112181
Camera 9,Wild Pig,5.454153912
Camera 9,Wild Pig,5.602506899
Camera 9,Wild Pig,2.103121749
Camera 9,Wild Pig,5.262167695
Camera 9,Wild Pig,1.112647398
Camera 9,Wild Pig,1.954768762
Camera 9,Wild Pig,2.378011106
Camera 9,Wild Pig,1.627519527
Camera 9,Wild Pig,5.249077725
Camera 9,Wild Pig,0.575958653
Camera 9,Wild Pig,5.667956746
Camera 9,Wild Pig,0.196349541
Camera 9,Wild Pig,0.109083078
Camera 9,Wild Pig,5.519603759
Camera 9,Wild Pig,2.364921136
Camera 9,Wild Pig,5.598143576
Camera 9,Wild Pig,0.86393798
Camera 9,Wild Pig,2.181661565
Camera 9,Wild Pig,3.560471674
Camera 9,Wild Pig,5.113814708
